,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
10,11,Gary Allan,"I sure do hope this is a long night
'Cause I have never felt one so right
Each look into your eyes, I'm falling
A little more and more

Looks like we started us a fire
Wrapped up in flames of desire
With every touch, they're burning higher
Two shadows dancing on the wall

With nothing on but the radio
Feel the music playing soft and slow
You and me and the lights down low
With nothing on but the radio

We'll fall asleep here in the moonlight
In tangled sheets, we'll be here all night
And when we wake up in the morning
We might stay like this all day

Two people meant to be together
Two lovers dreaming of forever
And it just keeps on getting better
With every tender little kiss

Nothing on but the radio
Feel the music playing soft and slow
You and me and the lights down low
With nothing on but the radio

Two people meant to be together
Two lovers dreaming of forever
And it just keeps on getting better
With nothing on but the radio
Feel the music playing soft and slow
You and me and the lights down low
With nothing on but the radio

You and me and the lights down low
With nothing on but the radio",Nothing On But The Radio,Greatest Hits,2007,15,3:29,Track '7',Compilation,True
11,12,Tim McGraw,"Don't you remember
The fizz in a pepper
Peanuts in a bottle
At ten, two and four
A fried bologna sandwich
With mayo and tomato
Sittin' round the table
Don't happen much anymore

We got too complicated
It's all way over-rated
I like the old and out-dated
Way of life

Back when a hoe was a hoe
Coke was a coke
And crack's what you were doing
When you were cracking jokes
Back when a screw was a screw
The wind was all that blew
And when you said I'm down with that
Well it meant you had the flu
I miss back when
I miss back when
I miss back when

I love my records
Black, shiny vinyl
Clicks and pops
And white noise
Man they sounded fine
I had my favorite stations
The ones that played them all
Country, soul and rock-and-roll
What happened to those times?

I'm readin' Street Slang For Dummies
'Cause they put pop in my country
I want more for my money
The way it was back then

Back when a hoe was a hoe
Coke was a coke
And crack's what you were doing
When you were cracking jokes
Back when a screw was a screw
The wind was all that blew
And when you said I'm down with that
Well it meant you had the flu
I miss back when
I miss back when
I miss back when

Give me a flat top for strumming
I want the whole world to be humming
Just keep it coming
The way it was back then

Back when a hoe was a hoe
Coke was a coke
And crack's what you were doing
When you were cracking jokes
Back when a screw was a screw
The wind was all that blew
And when you said I'm down with that
Well it meant you had the flu
I miss back when
I miss back when
I miss back when",Back When,Live Like You Were Dying,2004,16,,Track '7',Album,True
12,13,Rascal Flatts,"Sometimes it feels like this world is spinning faster
Than it did in the old days
So naturally, we have more natural disasters
From the strain of a fast pace
Sunday was a day of rest
Now, it's one more day for progress
And we can't slow down 'cause more is best
It's all an endless process

(Well) I miss Mayberry
Sitting on the porch drinking ice-cold cherry Coke
Where everything is black and white
Picking on a six string
Where people pass by and you call them by their first name
Watching the clouds roll by
Bye, bye

Sometimes I can hear this old earth shouting
Through the trees as the wind blows
That's when I climb up here on this mountain
To look through God's window
Now I can't fly
But I got two feet that get me high up here
Above the noise and city streets
My worries disappear

(Well) I miss Mayberry
Sitting on the porch drinking ice-cold cherry Coke
Where everything is black and white
Picking on a six string
Where people pass by and you call them by their first name
Watching the clouds roll by
Bye, bye

Sometimes I dream I'm driving down an old dirt road
Not even listed on a map
I pass a dad and son carrying a fishing pole
But I always wake up every time I try to turn back

(Well) I miss Mayberry
Sitting on the porch drinking ice-cold cherry Coke
Where everything is black and white
Picking on a six string
Where people pass by and you call them by their first name
Watching the clouds roll by
Bye, bye

Bye, bye

(I miss Mayberry, na na na na na na na na)
Na na na na na na na na, I miss Mayberry)",Mayberry,Melt,2002,11,4:33,Track '4',Album,True
13,14,Lonestar,"Unfortunately, we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?",Mr. Mom,Let's Be Us Again,2005,13,3:29,Track '11',Album,True
14,15,Sara Evans,"She was in the backyard, say it was a little past nine
When her prince pulled up, a white pickup truck
Her folks shoulda seen it comin', it was only just a matter of time
Plenty old enough, and you can't stop love
She stuck a note on the screen door, ""sorry but I got to go""
And that was all she wrote, her mama's heart was broke
That was all she wrote, so the story goes

Now her daddy's in the kitchen starin' out the window
Scratchin' and a-rackin' his brain
How could eighteen years just up and walk away?
Our little ponytailed girl growed up to be a woman
Now she's gone in the blink of an eye
She left the suds in the bucket and the clothes hangin' out on the line

Now don't you wonder what the preacher's gonna preach about Sunday morn'
Nothin' quite like this has happened here before
Well, he must have been a looker, a smooth-talkin' son of a gun
For such a grounded girl to just up and run
'Course you can't fence time, and you can't stop love

Now all the biddys in the beauty shop, gossip goin' nonstop
Sippin' on pink lemonade
How could eighteen years just up and walk away?
Our little ponytailed girl growed up to be a woman
Now she's gone in the blink of an eye
She left the suds in the bucket and the clothes hangin' out on the line

She's got her pretty little bare feet hangin' out the window
And they're headin' up to Vegas tonight
How could eighteen years just up and walk away?
Our little ponytailed girl growed up to be a woman
Now she's gone in the blink of an eye
She left the suds in the bucket and the clothes hangin' out on the line
She left the suds in the bucket and the clothes hangin' out on the line

She was in the backyard, say it was a little past nine
When her prince pulled up, a white pickup truck
Plenty old enough, and you can't stop love
No, you can't fence time, and you can't stop love",,,,,,,,
15,16,Montgomery Gentry,"My old man's backhand used to land
Hard on the side of my head
I just learned to stay out of his way
There been street fights, blue lights, long nights
With the world sittin' on my chest
It just showed me how much I can take
Hard times, bad luck
Sometimes life sucks

That's all right
I'm okay
It ain't nothin' but another day
But only God knows where I'd be
If you ever stop lovin' me

The bank man, the bossman, the law man
All tryin' to get their hands on me
And I ain't even done a damn thing wrong
I've been way-laid, freight trained, short changed
By bigger and badder men
And all I've got to say is ""bring it on""
Hard rain, rough roads, so my life goes

That's all right
I'm okay
It ain't nothin' but another day
But only God knows where I'd be
If you ever stop loving me

I need you
Gotta have you
In my life, by my side
Every day I'm alive
Every night that I'm breathin'
I'm needin' you

(Guitar solo)

That's all right
I'm okay
It ain't nothin' but another day
But only God knows where I'd be
If you ever stop loving me

Ain't nothin' but another day
But only God knows where I'd be
If you ever stop loving me

Baby never stop loving me

(Guitar solo)

Ah, just see, what your loving does to me",If You Ever Stop Loving Me,You Do Your Thing,2004,12,3:24,Track '3',Album,True
16,17,George Strait,"He was sitting there beside me
Throwin' doubles down when he ordered up his third one
He looked around, then he looked at me
And said I do believe I oughta have one more.
He said I hate this bar and I hate to drink,
But on second thought, tonight I think I hate everything. 

Then he opened up his billfold and threw a 20 down 
And a faded photograph fell out and hit the ground 
And I picked it up he said Thank ya bud. 
I put it in his hand, He said I probably oughta throw
This one away, 'cause she's the reason I feel this way,
I hate everything.

Well, I hate my job, and I hate my life.
And if it werent for my two kids, I'd hate my ex-wife.
I know I should move on and try to start again,
But I just can't get over her leaving me for him.
Then he shook his head and looked down at his ring,
And said I hate everything.

He said, That one bedroom apartment where I get my mail,
Is really not a home, it's more like a jail,
With a swimming pool and a parking lot view. Man, it's just great!

I hate summer, winter, fall, and spring,
Red and yellow, purple, blue and green.
I hate everything.

I hate my job, and I hate my life.
And if it werent for my two kids, I'd hate my ex-wife.
I know I should move on and try to start again,
But I just can't get over her leaving me for him.
Then he shook his head and looked down at his ring,
And said I hate everything.

So I pulled out my phone and I called my house
I said Babe, I'm coming home we're gonna work this out.
I paid for his drinks and I told him Thanks!
Thanks for everything...",,,,,,,,
17,18,John Michael Montgomery,"My Dearest Son, it's almost June
I hope this letter Catches up with you and finds you well
It's been dry but they're callin' for rain
And everything's the same ol' in Johnsonville
Your stubborn ol' daddy ain't said to much
But I'm sure you know he sends his love
And she goes on, In a letter from home

I hold it up and show my buddies
Like we ain't scared in our boots
And our boots ain't muddy
And they all laugh like there's womething funny
'Bout the way I talk, when mama sends her best y'all
I fold it up and put it in my shirt
Pick up my gun and get back to work
And it keeps me drivin' on, waitin' on
Letters from home

My dearest love, it's almost dawn
I've been layin' here all night Long,
Wonderin' where you might be
I saw your mama and I showed her the ring
Man on the Television said
Something So I couldn't sleep
But iIll be all right, I'm just missin' you
And this is me kissin' you
X's and O's In a letter from home

I hold it up and show my buddies
Like we ain't scared and our boots ain't muddy
And they all laugh 'cause she calls me honey
But they take it hard, 'cause I don't read the good parts
I fold it up and put it in my shirt
Pick up my gun and get back to work
And it keeps me Drivin' on, waitn' on
Letters from home

Dear son, I know I ain't written
And sittin' here tonight alone in the kitchen
It occurs to me I might not have said it, so I'll say it now
Son, You make me proud

I hold it up and show my buddies
Like we ain't scared and our boots ain't muddy
But no one laughs 'cause ain't nothin'
Funny when a soldier cries, and I just wipe my eyes
I fold it up and put in my shirt get back to work
And it keeps me drivin' on, waitin' on,
Letters from home",Letters From Home,Letters From Home,2004,10,,Track '2',"{'name': 'CD', 'qty': '1'}",True
18,19,Toby Keith,"Don't my baby look good in them blue jeans
Tight on the top with a belly button ring
A little tattoo somewhere in between
She only shows to me

Hey we're going out dancin', she's ready tonight
So damn good-lookin' boys, it ain't even right
And when bartender says, for the lady
What's it gonna be
I tell him, man

She ain't into wine and roses
Beer just makes her turn up her nose
And, she can't stand the thought of sippin' champagne
No Cuervo Gold margaritas
Just ain't enough good burn in tequila
She needs somethin' with a little more edge and a little more pain
She's my little whiskey girl
She's my little whiskey girl
My ragged-on-the-edges girl
Ah, but I like 'em rough

Baby got a '69 Mustang
Four on the floor, and you oughta hear the pipes ring
I jump behind the wheel, and it's away we go
Hey, I drive too fast, but she don't care
Blue bandana tied all up in her hair 
Just sittin' there singin' every song on the radio

She ain't into wine and roses
Beer just makes her turn up her nose
And, she can't stand the thought of sippin' champagne
No Cuervo Gold margaritas
Just ain't enough good burn in tequila
She needs somethin' with a little more edge and a little more pain
She's my little whiskey girl
She's my little whiskey girl
My ragged-on-the-edges girl
Ah, but I like 'em rough

She ain't into wine and roses
Beer just makes her turn up her nose
And, she can't stand the thought of sippin' champagne
No Cuervo Gold margaritas
Just ain't enough good burn in tequila
She needs somethin' with a little more edge and a little more pain
She's my little whiskey girl
She's my little whiskey girl
My ragged-on-the-edges girl
Ah, but I like 'em rough

Whoa, she's my little whiskey girl
My ragged-on-the-edges girl
Ah, but I like 'em rough
Yeah, I like 'em rough
I like 'em rough",Whiskey Girl,Whiskey Girl,2003,2,3:59,Track 'A',Single,True
19,20,Kenny Chesney,"'Jack and Diane' painted a picture of my life and my dreams
Suddenly this crazy world made more sense to me
Well, I heard it today and I couldn't help but sing along
'Cause every time I hear that song

I go back to a two-ton short bed Chevy
Drivin' my first love out to the levee
Livin' life with no sense of time
And I go back to the feel of a fifty yard line
A blanket, a girl, some raspberry wine
Wishin' time would stop right in its tracks
Every time I hear that song, I go back
I go back

Well, I used to rock all night long
To 'keep on rock'n me, baby'
At frat parties, college bars, just tryin' to impress the ladies
Well, I heard it today and I couldn't help but sing along
'Cause everytime I hear that song

I go back to the smell of an old gym floor
The taste of salt on a Carolina shore
After graduation and drinkin' goodbye to friends
And I go back to watchin' summer fade to fall
Growin' up too fast and I do recall
Wishing time would stop right in its tracks
Everytime I hear that song, I go back
I go back

We all have a song that's somehow stamped our lives
That takes us to another place and time

So, I go back to the pew, preacher and a choir
Singin' 'bout God and brimstone and fire
And the smell of Sunday chicken after church
And I go back to the loss of a real good friend
And the sixteen summers I shared with him
Now, 'Only The Good Die Young' stops me in my tracks
Everytime I hear that song, I go back
I go back

To the feel of a fifty yard line
A blanket, a girl, some raspberry wine
I go back
(I go back)
To watching summer fade to fall
Growing up too fast and I do recall
I go back
(I go back)
To the loss of a real good friend
And the sixteen summers I shared with him
I go back
I go back",I Go Back,When The Sun Goes Down,2003,11,4:04,Track '2',Album,True
20,21,Brad Paisley,"I've got some big news
The bank finally came through
And I'm holdin' the keys to a brand new Chevrolet
Have you been outside, it sure is a nice night
How about a little test drive
Down by the lake?

There's a place I know about where the dirt road runs out
And we can try out the four-wheel drive
Come on now what do you say
Girl, I can hardly wait to get a little mud on the tires

'Cause it's a good night
To be out there soakin' up the moonlight
Stake out a little piece of shore line
I've got the perfect place in mind.
It's in the middle of nowhere only one way to get there
You got to get a little mud on the tires

Moonlight on a duck blind
Catfish on a trot line
Sun sets about nine this time of year
We can throw a blanket down
Crickets singin' in the background
And more stars that you can count on a night this clear

I tell you what we need to do
Is grab a sleepin' bag or two
And build us a little campfire
And then with a little luck we might just get stuck
Let's get a little mud on the tires

'Cause it's a good night
To be out there soakin' up the moonlight
Stake out a little piece of shore line
I've got the perfect place in mind
It's in the middle of nowhere only one way to get there
You got to get a little mud on the tires

And then with a little luck we might just get stuck
Let's get a little mud on the tires",Mud On The Tires,Mud On The Tires,2003,17,3:28,Track '1',Album,True
21,22,Phil Vassar,"I was 18 making minimum wage
With a letterman's jacket and a chevrolet
Thought I was cool
Yeah, I ruled the school
You were cumlada with the strawberry lips
Had the whole world danglin' at your fingertips
Your senior year, and I was your daddy's worst fear

We ran off on graduation night
Thought a couple of left-hand rings would make everything all right

With a little bita live, little bita learn,
Little bita watchin' a few more candles burn and
Finding out what life was
Ooh with a little bita fuss, little bita fight,
Littel bita kiss and makin' up all night and
One day waking up
Oh in a real love

Well I was 22 working double overtime
I was spending dollars and making dimes
We were overdrawn, yeah and barely hanging on
Then one night you came to me
With tears in your eyes and an EPT and said
""Guess what? Yeah baby ready or not""

I just smiled but I was scared to death
How am I gonna have a kid when I'm still a kid myself?

Whoa in a real love
Yeah yeah
It's a real love

Yeah baby it's a real love
Yeah it's a real love baby
Yeah it's a real, real, real, real, real, real love
Whoa",In A Real Love,Greatest Hits (Volume 1),2006,15,3:32,Track '2',Compilation,True
22,23,Darryl Worley,"I woke up early with a poundin' in my head
I'd been out the night before with all my friends
A little worried, kinda wonderin' what I did
I said, Lord, please forgive me for my sins

My wife wanted to kill me, but she tried to save me first
""You're goin' if I have to drag your butt to church""

I love this crazy, tragic
Sometimes almost magic
Awful, beautiful life

I read the hymns and kinda sorta sang along
Made it through the Sunday sermon wide awake
We met the family for dinner at our home
Drank some beer, watched a game and cooked some steaks

My little brother had a big fight with his wife
And my poor mother sat between 'em both all night

I love this crazy, tragic
Sometimes almost magic
Awful, beautiful life

Come on

We said a prayer for cousin Michael in Iraq
We're all aware that he may never make it back
We talked about the way we missed his stupid jokes
And how he loved to be a soldier more than most

I laid in bed that night and thought about the day
And how my life is like a roller coaster ride
The ups and downs and crazy turns along the way
It'll throw you off if you don't hold on tight

You can't really smile until you've shed some tears
I could die today or I might live on for years

I love this crazy, tragic
Sometimes almost magic
Awful, beautiful life

I love this crazy, tragic
Sometimes almost magic
Awful, beautiful life

Alright

It's a beautiful life
Awful, beautiful, life
I love this life, it's a beautiful life
I love this life, it's a beautiful life",Awful Beautiful Life,Darryl Worley,2004,12,,Track '1',Album,True
23,24,Reba McEntire,"At a diner down on broadway they make small talk,
When she brings his eggs and fills his coffee cup,
He jokes about his love life, 
And tells her he's about ready to give up,
That's when she says ""I've been there before,
But keep on looking cause maybe who you're looking for is""

Somebody in the next car
Somebody on the morning train
Somebody in the coffee shop that you walk right by everyday
Somebody that you look at but never really see
Somewhere out there is somebody

Across town in a crowded elevator
He can't forget the things that waitress said
He usually reads the paper
But today he reads a strangers face instead
It's that blue eyed girl from two floors up
Maybe she's the one,
Maybe he could fall in love with

Somebody in the next car
Somebody on the morning train
Somebody in the coffee shop that you walk right by everyday
Somebody that you look at but never really see
Somewhere out there is somebody

Now they laugh about the moment that it happened
The moment they'd both missed until that day
When he saw his future in her eyes 
Instead of just another friendly face
And he wonders why he searched so long
When she was always there at that diner waiting on

Somebody in the next car
Somebody on the morning train
Somebody in the coffee shop that you walk right by everyday
Somebody that you look at but never really see
Somewhere out there is somebody",,,,,,,,
