,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
10,11,Cristy Lane,"One day at a time, sweet Jesus

I'm only human, I'm just a woman
Help me believe in what I could be and all that I am
Show me the stairway I have to climb
Lord, for my sake teach me to take one day at a time

One day at a time, sweet Jesus
That's all I'm asking from You
Just give me the strength to do everyday
What I have to do

Yesterday's gone, sweet Jesus
And tomorrow may never be mine
Lord, help me today, show me the way
One day at a time

Do you remember when You walked among men?
Well Jesus, You know, if You're looking below, it's worse now than then
Cheating an stealing, violence and crime
So for my sake, teach me to take one day at a time

One day at a time, sweet Jesus
That's all I'm asking from You
Just give me the strength to do everyday
What I have to do

Yesterday's gone, sweet Jesus
And tomorrow may never be mine
Lord, help me today, show me the way
One day at a time",One Day At A Time,One Day At A Time,1980,2,3:22,Track 'A',Single,True
11,12,Fred Knoblock & Susan Anton,,Killin' Time,Killin' Time,1980,2,3:34,Track 'A',Single,True
12,13,Eagles,"There are stars 
In the Southern sky 
Southward as you go 
There is moonlight 
And moss in the trees 
Down the Seven Bridges Road 

Now I have loved you like a baby 
Like some lonesome child 
And I have loved you in a tame way 
And I have loved you wild 

Sometimes there's a part of me 
Has to turn from here and go 
Running like a child from these warm stars 
Down the Seven Bridges Road 

There are stars in the Southern sky 
And if ever you decide 
You should go 
There is a taste of time sweetened honey 
Down the Seven Bridges Road",Seven Bridges Road,Seven Bridges Road / The Long Run,1980,2,3:02,Track 'A',Single,True
13,14,Kenny Rogers,"Lady
I'm your knight in shining armor and I love you
You have made me what I am and I am yours
My love
There's so many ways I want to say, ""I love you.""
Let me hold you in my arms forever more

You have gone and made me such a fool
I'm so lost in your love
And oh, we belong together
Won't you believe in my song?

Lady
For so many years, I thought I'd never find you
You have come into my life and made me whole
Forever
Let me wake to see you each and every morning
Let me hear you whisper softly in my ear

In my eyes, I see no one else but you
There's no other love like our love
And yes, oh yes I'll always want you near me
I've waited for you for so long

Lady
Your love's the only love I need
And beside me is where I want you to be
'Cause my love
There's something I want you to know
You're the love of my life
You're my lady",Lady,Lady,1980,2,3:51,Track 'A',"7""",True
14,15,Johnny Lee,"Sometimes it seems the world's a jungle
Through it all I was born to stumble
Searchin' for somethin' I never would find

I take your love in bits and pieces
Comin' to you only when it eases that lonely feelin'
That gets in my mind and you treat me so kind

With those hard times come a dime a dozen
But girls with your kind of lovin' are one in a million
They're so hard to find

And those hard times come a dime a dozen
But girls with your kind of lovin' are one in a million
I'm lucky you're mine

I know your friends don't think much of me
They say you're a fool to love me
But girl I know they'll never turn you around

You're bound to love, you hard luck poet
When I let you down you don't show it, you know it don't matter
They can't touch what we found when the sun goes down

And those hard times come a dime a dozen
But girls with your kind of lovin' are one in a million
They're so hard to find

And those hard times come a dime a dozen
But girls, with your kind of lovin' are one in a million
I'm lucky you're mine

And those hard times come a dime a dozen
But girls, with your kind of lovin' are one in a million
They're so hard to find

And those hard times come a dime a dozen",One In A Million,One In A Million,1980,2,2:46,Track 'A',Single,True
15,16,Mickey Gilley,"Just you know why, 
Why you and I
Will by and by
Know true love ways.

Sometimes we'll sigh, 
Sometimes we'll cry, 
And we'll know why, 
Just you and I
Know true love ways.

Throughout the days
Our true love ways
Will bring us joy to share
With those who really care.

Sometimes we'll sigh, 
Sometimes we'll cry, 
And we'll know why
Just you and I
Know true love ways.

Throughout the days
Our true love ways
Will bring us joy to share
With those who really care.

Sometimes we'll sigh, 
Sometimes we'll cry, 
And we'll know why
Just you and I
Know true love ways.

Know true love ways.

Know true love ways...",True Love Ways,True Love Ways,1980,2,2:54,Track 'A',Single,True
16,17,Ronnie Milsap,"I'll take a long vacation
I need a change of scenery
I'll see the sights; go out at night
There'll be no time for your memory

I'll get a new apartment
Make friends that don't know who you are
'Cause when I'm through, I'm really through
If I can just convince my heart

Oh, but my heart, says I'm not so smart
My heart tears my plans apart
My heart won't admit we're through
'Cause my heart; oh, my heart still belongs to you

I'll call some old phone numbers
And I'll throw a party for a star
I've made a vow, it's all over now
If I can just convince my heart

Oh, but my heart, says I'm not so smart
My hear tears my plans apart
My heart won't admit we're through
'Cause my heart; oh my heart still belongs to you

Oh, but my heart, says I'm not so smart
My hear tears my plans apart
Oh, my heart won't admit we're through
'Cause my heart; oh my heart still belongs to you",My Heart,My Heart,1980,2,2:39,Track 'A',Single,True
17,18,Eddie Rabbitt,"Well, the midnight headlight blind you on a rainy night
Steep grade up ahead slow me down makin' no time
But I gotta keep rollin'
Those windshield wipers slappin' outta tempo
Keepin' perfect rhythm with the song on the radio
But I gotta keep rollin'

Ooh, I'm driving my life away
Lookin' for a better way for me
Ooh, I'm driving my life away
Lookin' for a sunny day

Well, the truck stop cutie comin' on to me
Tried to talk me into a ride, said I wouldn't be sorry
Oh, but she was just a baby
Well, waitress pour me another cup of coffee
Pop me down, jack me up, shoot me out flyin' down the highway
Lookin' for the morning

Ooh, I'm driving my life away
Lookin' for a better way for me
Ooh, I'm driving my life away
Lookin' for a sunny day

Well, the midnight headlight blind you on a rainy night
Steep grade up ahead slow me down makin' no time
But I gotta keep rollin'
Those windshield wipers slappin' outta tempo
Keepin' perfect rhythm with the song on the radio
I gotta keep rollin'

Ooh, I'm driving my life away
Lookin' for a better way for me
Ooh, I'm driving my life away
Lookin' for a sunny day

Ooh, I'm driving my life away
Lookin' for a better way for me
Ooh, I'm driving my life away
Lookin' for a sunny day, yeah

Ooh, I'm driving my life away
Lookin' for a better way for me",Drivin' My Life Away,Drivin' My Life Away,1980,2,3:13,Track 'A',Single,True
18,19,Anne Murray,"I'll always remember
The song they were playing,
The first time we danced and I knew

As we swayed to the music
And held to each other
I fell in love with you

Could I have this dance 
For the rest of my life,
Could you be my partner
Every night?
When we're together
It feels so right
Could I have this dance
For the rest of my life?

I'll always remember
That magic moment
When I held you close to me

As we move together
I knew forever
You're all I'll ever need

Could I have this dance
For the rest of my life?
Could you be my partner
Every night?
When we're together
It feels so right
Could I have this dance
For the rest of my life?

Could I have this dance
For the rest of my life
Could you be my partner
Every night?
When we're together
It feels so right
Could I have this dance
For the rest of my life?",Could I Have This Dance,Could I Have This Dance,1980,2,3:14,Track 'A',Single,True
19,20,Dolly Parton,"Momma moved out 
Daddy sold the house 
They split up the money 
And went on their way 
And all the king's horses 
And all the king's men 
Couldn't put mommy and daddy back together again 

Starting over again 
Where should they begin 
'Cause they've never been out on their own 
Starting over again 
Where do you begin 
When your dreams are all shattered 
And the kids are all grown 
And the whole world cries 

Got an apartment 
She moved in with her sisters 
He's scheming big deals with one of his friends 
While she sits at home 
Just sorting out pieces 
Of left over memories 
From thirty odd years 

Starting over again 
Where do you begin 
You've never been out on your own 
Starting over again 
Never any end 

What will the neighbors say? 
They're talking talk, its small town news 
Facing fifty years old 
Making up a happy home 
And this far down the road 
You find yourself alone 
Two fools  

Starting over again 
Now where do you begin 
When you've never been out on your own 
Starting over again 
Never any end 
When your dreams are all shattered 
And the kids are all grown 
And all the king's horses 
And all the king's men 
Could never put mommy and daddy back together 
Back together, again",Starting Over Again,"Dolly, Dolly, Dolly",1980,10,3:55,Track 'A1',Album,True
20,21,Mickey Gilley,"When the night has come
And the land is dark
And the moon is the only light we'll see
No I won't be afraid, no I won't be afraid
Just as long as you stand by me

Darlin', stand by me, 
Won't you stand by me
If you're in need, won't you stand, stand by me

And if the sky we look upon
Should ever crumble and fall
And the mountains should fall to the sea
No I won't be afraid, no I won't shed a tear
Just as long, just as long as you stand by me

Darlin', stand by me, 
Won't you stand by me
If you're in need, won't you stand, stand by me

Darlin', stand by me, 
Won't you stand by me
If you're in need, won't you stand by me

Darlin', stand by me, 
Won't you stand by me
If you're in need, won't you stand, stand by me...",Stand By Me,Stand By Me / Cotton Eyed Joe,1980,2,3:38,Track 'A',Single,True
21,22,Dottie West,,A Lesson In Leavin',A Lesson In Leavin' / Love's So Easy For Two,1979,2,3:00,Track 'A',"7""",True
22,23,T. G. Sheppard,,I'll Be Coming Back For More,T.G. Sheppard's Greatest Hits,1983,10,,Track 'B3',Single,True
23,24,Ronnie Milsap,"I thumbed my way from LA back to Knoxville
I found out those bright lights ain't where I belong
From a phone booth in the rain I called to tell her
I've had a change of dreams I'm comin' home
But tears filled my eyes when I found out she was gone

Smokey Mountain rain keeps on fallin'
I keep on callin' her name
Smokey Mountain rain I'll keep on searchin'
I can't go on hurtin' this way
She's somewhere in the Smokey Mountain rain

I waved a diesel down outside a cafe'
He said that he was goin' as far as Gatlinburg
I climbed up in the cab all wet and cold and lonely
I wiped my eyes and told him about her
I've got to find her!
Can you make these big wheels burn?

Smokey Mountain rain keeps on fallin'
I keep on callin' her name
Smokey Mountain rain I'll keep on searchin'
I can't go on hurtin' this way
She's somewhere in the Smokey Mountain rain

I can't blame her for lettin' go
A woman needs someone warm to hold
I feel the rain runnin' down my face
I'll find her no matter what it takes!

Smokey Mountain rain keeps on fallin'
I keep on callin' her name
Smokey Mountain rain I'll keep on searchin'
I can't go on hurtin' this way
She's somewhere in the Smokey Mountain rain",Smoky Mountain Rain,Smoky Mountain Rain,1980,2,3:29,Track 'A',Single,True
24,25,Ronnie Milsap,"I'll always remember the song they were playin'
The first time we danced and I knew
As we swayed to the music and held to each other
I fell in love with you.

Could I have this dance for the rest of my life
Would you be my partner every night
When were together it feels so right
Could I have this dance for the rest of my life.

I'll always remember that magic moment
When I held you close to me
As we moved together
I knew forever you're all I'll ever need.

Could I have this dance for the rest of my life
Would you be my partner every night
When were together it feels so right
Could I have this dance for the rest of my life.

Could I have this dance for the rest of my life
Would you be my partner every night
When were together it feels so right
Could I have this dance for the rest of my life...",Cowboys And Clowns,Cowboys And Clowns,1980,2,3:25,Track 'A',Single,True
25,26,Eddie Rabbitt,"I was heading home I hadn't planned on you
I shouldn't be here now, but tell me, what can I do?
The way you're looking in my eyes
Well, I'm beginning to realize it's true
It's you
And baby we've

Gone too far, I'm gonna wake up in your arms
Gone too far, but I can't help it, I'm fallin'

The way you look at me, the way I look at you
The way you're touching me, the way I'm touching you
You're pullin' all the right strings, baby
You're sayin' all the right things, baby, to me
To me
And I believe we've

Gone too far, feels too good to turn back now
Gone too far, but I can't help it, I'm fallin'

You're pullin' all the right strings baby
You're sayin' all the right things, baby, to me
To me
And don't you know we've

Gone too far, I'm gonna wake up in your arms
Gone too far, but I can't help it, I'm fallin'

Gone too far, feels too good to turn back now
Gone too far, but I can't help it, I'm fallin'",Gone Too Far,I Love A Rainy Night / Gone Too Far,1980,2,3:22,Track 'B',Single,True
26,27,Crystal Gayle,"I was sure I'd lost my chance for forever
I never dreamed we'd ever meet again
Now here we are alone once more together
Doing all the loving things we used to do back then

Its we like never said goodbye love
You're just a little shy love
But you sure remember how to make me smile
A different bed a different ceiling
But still that same old feeling
As I hold you close I almost want to cry
Cause it feels just like we never said goodbye

Its good to hear you talk about the old times
Its good to hear your sweet voice once again
Right now all I want to do is touch you
And feel the love start happening
The way it happened then

Its we like never said goodbye love
We're both a little shy love
But you sure remember how to make me smile
A different bed a different ceiling
But still that same old feeling
As I hold you close I almost want to cry
Cause it feels just like we never said goodbye",It's Like We Never Said Goodbye,It's Like We Never Said Goodbye,1979,2,3:32,Track 'A',Single,True
27,28,Mickey Gilley,,That's All That Matters,That's All That Matters To Me,1980,10,2:37,Track 'B1',Album,True
28,29,Merle Haggard & Clint Eastwood,"Hey, I want to sing till the feeling gets right
Well, let's harmonize, we'll be dynamite
I'll yodel the high notes, I've done it for years
Good deal old buddy and I'll pour the beer

There's always some lady alone at the bar
Yeah and you always let her know just who you are
I know a couple gals that we can call down
They'll shake the pictures right all of the wall

We're bar room buddies and that's the best kind
Nobody fools with a buddy of mine
I'll laugh when you're happy and I'll cry when you're blue
We're bar room buddies and we're doing fine

So pour me another, we got nothing but time
Old chug-a-lug-a-lugging bar room buddy of mine
The bartender trying to turn out the lights
Well, maybe it is time we called it a night

Hell, we'll wake up the roosters if we drink them real slow
Well, let's have a double and a six pack to go

We're bar room buddies and that's the best kind
Nobody fools with a buddy of mine
I'll laugh when you're happy and I'll cry when you're blue
We're bar room buddies and we're doing fine

So pour me another we got nothing but time
Old chug-a-lug-a-lugging bar room buddy of mine
Hell we're skirt chasing, tail kicking guitar picking, pool hustling
Old chug-a-lug-a-lugging bar room buddy of mine",Bar Room Buddies,Bar Room Buddies,1980,2,2:14,Track 'A',Single,True
29,30,Emmylou Harris,"(Dallas Frazier)

Beneath still waters there's a strong undertow
The surface won't tell you what the deep water knows
Darling, I'm saying I know something's wrong
Beneath still waters your love is gone.

Even a fool could see that you'll soon be leaving me
But each and every heart must take it's turn at misery
This time it's me and I'll cry alone
Beneath still waters your love is gone.

--- Instrumental ---

Even a fool could see
That you'll soon be leaving me
But each and every heart
Must take its turn and misery.

This time it's me and I'll cry alone
Beneath still waters your love is gone.

Beneath still waters your love is gone.
Beneath still waters your love is gone...",Beneath Still Waters,Profile II  The Best Of Emmylou Harris,1984,10,3:40,Track 'A3',Single,True
30,31,Oak Ridge Boys,"Trying to love two women is like a ball and chain
Trying to love two women is like a ball and chain
Sometimes the pleasure ain't worth the strain
It's a long old grind, and it tires your mind.

Trying to hold two women is tearing me apart
Trying to hold two women is tearing me apart
One's got my money, the other's got my heart
It's a long old grind, and it tires your mind.

When you try to please two women, you can't please yourself
When you try to please two women, you can't please yourself
At best it's only half good; a man can't stock two shelves
It's a long old grind, and it tires your mind.

Trying to love two women is like a ball and chain
Trying to love two women is like a ball and chain
Sometimes the pleasure ain't worth the strain
It's a long old grind, and it tires your mind.

Trying to love two women is like a ball and chain
Trying to love two women is like a ball and chain
Sometimes the pleasure ain't worth the strain
It's a long old grind, and it tires your mind,
It's a long old grind, and it tires your mind.",Trying To Love Two Women,Trying To Love Two Women,1980,2,2:28,Track 'A',Single,True
31,32,Kenny Rogers with Kim Carnes,"Just look at you sitting there
You never looked better than tonight
And it would be so easy to tell you I'd stay
Like I've done so many times

I was so sure that this would be the night
You'd close the door and wanna stay with me
And it'd be so easy to tell you I'd stay
Like I've done so many times

Don't fall in love with a dreamer
'Cause he'll always take you in
Just when you think you've really changed him
He'll leave you again
Don't you fall in love with a dreamer
'Cause he'll break you every time
Put out the light and just hold on
Before we say goodbye

Now it's morning and the phone rings
And you say you've gotta get your things together
You just gotta leave before you change your mind
And if you knew what I was thinking girl
I'd turn around if you'd just ask me one more time

Don't fall in love with a dreamer
'Cause he'll always take you in
Just when you think you've really changed him
He'll leave you again
Don't fall in love with a dreamer
'Cause he'll break you every time
Put out the light and just hold on
Before we say goodbye

Before we said goodbye

Goodbye",,,,,,,,
32,33,Barbara Mandrell,"Faded photographs
The feelings all come back
Even now sometimes
You feel so near
And I still see your face
Like it was yeasterday
It's strange how the days turned into years

Years of hanging on
To dreams are already gone
Years of wishing you were here
After all this time you'd think I wouldn't cry
It's just that I still love you after all these years

Nighttime gently falls
Another day is gone
I turn around to find you're still not here
I leave the hall light on
In case you come back home
But I've been saying that for years

Years of hanging on
To dreams are already gone
It's of wishing you were here
After all this time you'd think I wouldn't cry
It's just that I still love you after all these years

After all these years",Years,Years,1979,2,3:29,Track 'A',Single,True
33,34,Ronnie Milsap,"How did it get so late, where did the night go to
Strange how it slips away when I'm with you
I know it's almost two, I know you should leave, but wait
I've thought it over and there's something I gotta say.

Why don't you spend the night? Somehow it seems so right
Why does it have to end so soon, please stay 'til the morning light
It's such a long way home, and you'd only be alone
Ah, come on now, why don't you spend the night?

Maybe I spoke too soon and maybe my timing's wrong
Or maybe it's something I shouldn't have said at all
But when I look in your eyes, I feel like we're almost one
Ah, something tells me the night's only just begun.

Why don't you spend the night? Somehow it seems so right
Why does it have to end so soon, please stay 'til the morning light
It's such a long way home, and you'd only be alone
Ah, come on now, why don't you spend the night?

Why don't you spend the night? Somehow it seems so right
Why does it have to end so soon, please stay 'til the morning light
It's such a long way home, and you'd only be alone
Ah, come on now, why don't you spend the night?...",Why Don't You Spend The Night,"Why Don't You Spend The Night / Heads I Go, Hearts I Stay",1980,2,3:45,Track 'A',Single,True
34,35,Don Williams,"Likely as not, there's been better weather
I feel real sure, there's been better times
Right here tonight with you all around me
I'm so glad right now is mine.

Honey, tonight make it alright
Turn on your smile for me, for awhile
Take me away from where I have been
I know you love me, but love me over again.

You have the way to fill my emotions
Till there's not a word left in my mind
Times get so hard, so confusing
You make now a so much better time.

So honey tonight, make it alright
Turn on your smile, for me for awhile
Take me away from where I have been
I know you love me but love me over again.

Yeah, honey tonight, make it alright
Turn on your smile, for me for awhile
Take me away, from where I have been
I know you love me, but love me over again...",Love Me Over Again,Love Me Over Again,1979,2,2:56,Track 'A',Single,True
35,36,George Jones,"He said, ""I'll love you 'til I die""
She told him, ""You'll forget in time""
As the years went slowly by
She still preyed upon his mind

He kept her picture on his wall
Went half-crazy, now and then
He still loved her through it all
Hoping she'd come back again

Kept some letters by his bed
Dated nineteen sixty-two
He had underlined in red
Every single 'I love you'

I went to see him just today
Oh, but I didn't see no tears
All dressed up to go away
First time I'd seen him smile in years

He stopped loving her today
They placed a wreath upon his door
And soon they'll carry him away
He stopped loving her today

You know, she came to see him one last time
Oh, and we all wondered if she would
And it kept running through my mind
This time, he's over her for good

He stopped loving her today
They placed a wreath upon his door
And soon they'll carry him away
He stopped loving her today",He Stopped Loving Her Today,He Stopped Loving Her Today,1980,2,3:15,Track 'A',Single,True
