,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
10,11,Tim McGraw,"Girl you've never known no one like me
Up there in your high society
They might tell you I'm no good
Girl they need to understand
Just who I am
I may be a real bad boy
But baby I'm a real good man

I may drink too much and play too loud
Hang out with a rough and rowdy crowd
That don't mean I don't respect
My Mama or my Uncle Sam
Yes sir, yes ma'am
I may be a real bad boy
But baby I'm a real good man

I might have a reckless streak
At least a country-mile wide
If you're gonna run with me
It's gonna be a wild ride
When it comes to loving you
I've got velvet hands
I'll show you how a real bad boy
Can be a real good man

I take all the good times I can get
I'm too young for growing up just yet
Ain't much I can promise you
'Cept to do the best I can
I'll be damned
I may be a real bad boy
But baby I'm a real good man

I may be a real bad boy
Oh but baby I'm a real good man
Yes I am",Real Good Man,Tim McGraw And The Dancehall Doctors,2002,15,4:15,Track '13',Album,True
11,12,Brooks & Dunn,"I was raised off of rural route 3
Out past where the blacktop ends
We'd walk to church on Sunday morning
And race barefoot back to Johnson's fence
That's where I first saw Mary
On that roadside pickin' blackberries
That summer I turned the corner in my soul
Down that red dirt road.

It's where I drank my first beer
It's where I found Jesus
Where I wrecked my first car
I tore it all to pieces
I learned the path to heaven
Is full of sinners and believers
Learned that happiness on earth
Ain't just for high achievers (I heard)
I've come to know there's life at both ends
Of that red dirt road.

Her daddy didn't like me much
In my shackled up GTO
I'd sneak out in the middle of the night
Throw rocks at her bedroom window
We'd turn out the headlights
And drive by the moonlight
Talk about what the future might hold
Down that red dirt road

It's where I drank my first beer
It's where I found Jesus
Where I wrecked my first car
I tore it all to pieces
I learned the path to heaven
Is full of sinners and believers
Learned that happiness on earth
Ain't just for high achievers (I heard)
I've come to know there's life at both ends
Of that red dirt road.

I went out into the world
And I came back in
I lost Mary
Oh, I got her back again
And driving home tonight
It feels like I found a long lost friend

It's where I drank my first beer
It's where I found Jesus
Where I wrecked my first car
I tore it all to pieces
I learned the path to heaven
Is full of sinners and believers
Learned that happiness on earth
Ain't just for high achievers (I heard)
I've come to know there's life at both ends
Of that red dirt road.",Red Dirt Road,Red Dirt Road,2003,15,4:21,Track '5',Album,True
12,13,Joe Nichols,"He wore that cowboy hat to cover up his horns
Sweet talking forked tongue, had a tempting charm
Before I turned around that girl was gone
All I can say is, bartender pour me something strong

Here's to the past, they can kiss my glass
I hope she's happy with him
Here's to the girl who wrecked my world
That angel who did me in
I think the devil drives a Coupe de Ville
I watched 'em drive away over the hill
Not against her will and I've got time to kill
Down in Brokenheartsville

It was long and chrome, sitting in the lot
Fire engine red, that thing was hot
He reved it up, she waved goodbye
Love's gone to hell and so have I

Here's to the past, they can kiss my glass
I hope she's happy with him
Here's to the girl who wrecked my world
That angel who did me in
I think the devil drives a Coupe de Ville
I watched 'em drive away over the hill
Not against her will and I've got time to kill
Down in Brokenheartsville

Here's to the past, they can kiss my glass
I hope she's happy with him
Here's to the girl who wrecked my world
That angel who did me in
I think the devil drives a Coupe de Ville
I watched 'em drive away over the hill
Not against her will and I've got time to kill
Down in Brokenheartsville",Brokenheartsville,Man With A Memory,2002,12,3:50,Track '3',Album,True
13,14,Gary Allan,"I never once backed down from a punch
I'd take it square on the chin
Well I found out fast a bully's just that 
And you got to stand up to him
So I didn't cry when I got a black eye 
As bad as it hurt, I just grinned

But when tough little boys grow up to be dads
They turn into big babies again
Scared me to death when took your first steps
Well, I'd fall everytime you fell down
Your first day of school
I cried like a fool
And I followed your school bus to town

Well, I didn't cry when ol' Yeller died
At least not in front of my friends
But when tough little boys grow up to be dads
They turn into big babies again

Well I'm a grown man and as strong as I am
Well, sometimes it's hard to believe,
How one little girl
With little blonde curls
Can totally terrify me

If you were to ask my wife would just laugh
She'd say I know all about men
How tough little boys grow up to be dads
They turn into big babies again

Well I know one day I'll give you away
And I'm goin' to stand there and smile
When I get home and I'm all alone
I'll sit in your room for awhile
Cause when tough little boys grow up to be dads
They turn into big babies again",Tough Little Boys,Greatest Hits,2007,15,3:53,Track '13',Compilation,True
14,15,Gary Allan,"You're throwin' around a lot of serious accusations
Ain't too hard to tell what your insinuatin
You think I'm the one who stole her away
And if not for me she'd still be yours today
We're both men here so why play games
Why don't we call a spade a spade

Man to man
Tell me the truth, tell me
Were you ever there when she needed you
Man to man
Look me in the eye, tell me
If you really loved her
Why'd you make her cry
Man to man
Who cheated who
You're the one to blame
Tell me it ain't true
Man to man
Man to man

Well you think all your anger is justified
Me, I think its just your wounded pride
What did you really think she was gonna do
She's a real woman, not a doormat for you
You want her back but it's too late
Why don't we just cut to the chase

Man to man
Tell me the truth, tell me
Were you ever there when she needed you
Man to man
Look me in the eye, tell me
If you really loved her
Why'd you make her cry
Man to man
Who cheated who
You're the one to blame
Tell me it ain't true
Man to man
Man to man

Man to man
Tell me the truth, tell me
Were you ever there when she needed you
Man to man
Look me in the eye, tell me
If you really loved her
Why'd you make her cry
Man to man
Who cheated who
You're the one to blame
Tell me it ain't true
Man to man
Man to man",Man To Man,Greatest Hits,2007,15,3:41,Track '8',Compilation,True
15,16,Keith Urban,"I got no money in my pockets
I got a hole in my jeans
I had a job and I lost it
But it won't get to me

'Cause I'm ridin' with my baby
And it's a brand new day
We're on the wheels of an angel
Flyin' away

And the sun is shinin'
This road keeps windin'
Through the prettiest country
From Georgia to Tennessee
And I got the one I love beside me
My troubles behind me
I'm alive and I'm free
Who wouldn't wanna be me

Now she's strummin' on my six-string
Across her pretty knees
She's stompin' out a rhythm
And singin' to me the sweetest song

And the sun is shinin'
This road keeps windin'
Through the prettiest country
From Georgia to Tennessee
And I got the one I love beside me
My troubles behind me
I'm alive and I'm free
Who wouldn't wanna be me

And the sun is shinin'
This road keeps windin'
Through the prettiest country
From Georgia to Tennessee
And I got the one I love beside me
My troubles behind me
I'm alive and I'm free
Who wouldn't wanna be me

I got no money in my pockets
I got a hole in my jeans
We're on the wheels of an angel
And I'm free
She's strummin' on my six string
It's across her pretty knees
She's stompin' out a rhythm
And she's singin' to me",Who Wouldn't Wanna Be Me,Golden Road,2002,12,4:15,Track '2',Album,True
16,17,Diamond Rio,"Every now and then, 
Soft as breath upon my skin,
I feel you come back again,
And it's like you haven't been,
Gone a moment from my sight
Like the tears were never cried
Like the hands of time were holding you and me

And with all my heart I'm sure,
We're closer than we ever were
I don't have to hear or see, 
I've got all the proof I need
There are more than angels watching over me
I believe
Oh, I believe

Now when you die, your life goes on
It doesn't end here when you're gone
Every soul is filled with light,
It never ends, if I'm right,
Our love can even reach across eternity
I believe
Oh, I believe

Forever, you're a part of me
Forever in the heart of me
I would hold you even longer if I can
Oh, the people who don't see the most

See that I believe in ghosts
If that makes me crazy, then I am,
'Cause I believe
Oh, I believe

There are more than angels watching over me
I believe
Oh, I believe

Every now and then, 
Soft as breath upon my skin,
I feel you come back again,
And I believe",I Believe,Completely,2002,13,,Track '3',Album,True
17,18,Tim McGraw,"She's my kind of rain
Like love in a drunken sky
She's confetti falling
Down all night

She sits quietly there
Black water in a jar
Says, ""Baby why are you
Trembling like you are?""

So I wait and I try
I confess like a child

She's my kind of rain
Like love from a drunken sky
Confetti falling down all night
She's my kind of rain

She's the sun set shadows
She's like Rembrandt's light
She's the history
That's made at night

She's my lost companion
She's my dreaming tree
Together in this brief
Eternity

Summer days, winter snows
She's all things to behold

She's my kind of rain
Like love from a drunken sky
Confetti falling down all night
She's my kind of rain

So I wait and I try
I confess all my crimes

She's my kind of rain
Like love from a drunken sky
Confetti falling down all night
She's my kind of rain

She's my kind of rain
Like love from a drunken sky
Confetti falling down all night
She's my kind of rain

She's my kind of rain
Oh, rain on me
She's my kind of rain",She's My Kind Of Rain,Tim McGraw And The Dancehall Doctors,2002,15,4:15,Track '11',Album,True
18,19,Kenny Chesney,,,,,,,,,
19,20,Toby Keith,"I'm just trying to be a father
Raise a daughter and a son
Be a lover to their mother
Everything to everyone
Up and at 'em bright and early
I'm all business in my suit
Yeah, I'm dressed for success
From my head down to my boots

I don't do it for money
There's bills that I can't pay
I don't do it for the glory
I just do it anyway
Providing for our future's my responsibility
Yeah I'm real good under pressure
Being all that I can be

And I can't call in sick on Mondays
When the weekend's been too strong
I just work straight through the holidays
And sometimes all night long
You can bet that I stand ready
When the wolf growls at the door
Hey, I'm solid, hey I'm steady
Hey I'm true down to the core

And I will always do my duty
No matter what the price
I've counted up the cost
I know the sacrifice
Oh, and I don't want to die for you
But if dyin's asked of me
I'll bear that cross with honor
'Cause freedom don't come free

I'm an American soldier, an American
Beside my brothers and my sisters
I will proudly take a stand
When liberty's in jeopardy
I will always do what's right
I'm out here on the front lines
Sleep in peace tonight
American soldier
I'm an American soldier

Yeah, an American soldier, an American
Beside my brothers and my sisters
I will proudly take a stand
When liberty's in jeopardy
I will always do what's right
I'm out here on the front lines
So sleep in peace tonight
American soldier
I'm an American
An American
An American soldier",American Soldier,American Soldier,2003,2,4:23,Track 'A',Single,True
20,21,Alan Jackson,"Remember when I was young and so were you
And time stood still, and love was all we knew
You were the first, so was I
We made love and then you cried, remember when

Remember when we vowed the vows and walked the walk
Gave our hearts, made the start and it was hard
We lived and learned, life threw curves
There was joy, there was hurt, remember when

Remember when old ones died and new were born
And life was changed, disassembled, rearranged
We came together, fell apart
And broke each others hearts, remember when

Remember when, the sound of little feet
Was the music we danced to week to week
Brought back the love, we found trust
Vowed we'd never give it up, remember when

Remember when thirty seemed so old
Now, lookin' back, it's just a steppin' stone
To where we are, where we've been
Said we'd do it all again, remember when

Remember when we said, when we turn gray
When the children grow up and move away
We won't be sad, we'll be glad
For all the life we've had 
And we'll remember when

Remember when
Remember when",Soldier Boy,Remember When,1972,30,2:39,Track 'A7',Single,True
21,22,Dixie Chicks,"Two days past eighteen
He was waitin' for the bus in his army green
Sat down in a booth at a cafe there
Gave his order to a girl with a bow in her hair
He's a little shy so she give him a smile
And he said, ""Would you mind sittin' down for a while
And talkin' to me? I'm feelin' a little low...""
She said, ""I'm off in an hour, and I know where we can go...""

So they went down and they sat on the pier
He said, ""I bet you got a boyfriend, but I don't care
I've got no one to send a letter to...
Would you mind if I sent one back here to you?""

I cried
Never gonna hold the hand of another guy
Too young for him, they told her
Waitin' for the love of a travelin' soldier
Our love will never end
Waitin' for the soldier to come back again
Never more to be alone
When the letter says a soldier's coming home

So the letters came from an army camp
In California, then Vietnam
And he told her of his heart, it might be love
And all of the things he was so scared of 
He said, ""When it's gettin' kinda rough over here
I think of that day sittin' down at the pier
And I close my eyes and see your pretty smile...
Don't worry, but I won't be able to write for a while...""

I cried
Never gonna hold the hand of another guy
Too young for him, they told her
Waitin' for the love of a travelin' soldier
Our love will never end
Waitin' for the soldier to come back again
Never more to be alone
When the letter says a soldier's coming home

One Friday night at a football game
The Lord's Prayer said and the anthem sang
A man said, ""Folks, would you bow your heads
For a list of local Vietnam dead...""
Cryin' all alone under the stands
Was a piccolo player in the marching band
And one name read that nobody really cared
But a pretty little girl with a bow in her hair

I cried
Never gonna hold the hand of another guy
Too young for him, they told her
Waitin' for the love of a travelin' soldier
Our love will never end
Waitin' for the soldier to come back again
Never more to be alone
When the letter says a soldier's coming

I cried
Never gonna hold the hand of another guy
Too young for him, they told her
Waitin' for the love of a travelin' soldier
Our love will never end
Waitin' for the soldier to come back again
Never more to be alone
When the letter says a soldier's coming home",,,,,,,,
22,23,Kenny Chesney,"She was aware of her insecurities as she took the stage
She was convinced if she got up there that
She'd be discovered someday.

So she belted it
She hit the high notes fearlessly
Oh she melted them
As she brought them to their feet.

She was a big star
At Banana Joe's bar
Where she sang karaoke every night
She said if you work hard to get where you are
It feels good in the hot spot light
She was a big star.

She made the local cable shows
Where the camera fell in love with her face
After a couple of weekends
The groupies were crawling all over the place.

She signed autographs
Like she was Garth Brooks in a skirt
And in the aftermath
That small time town was hers.

She was a big star
At Banana Joe's bar
Where she sang karaoke every night
She said if you work hard to get where you are
It feels good in the hot spot light
She was a big star.

She doesn't care anymore
That her high school girlfriends cut her down
The only thought she entertains is where they are
And where she is now.

Her old neighbors swear they're certain
She slept her way to the top
She knows you don't get where your going
Less you got somethin' they ain't got.

So she sings tonight
To 20,000 plus
And the young girls scream out loud
Man that could be us.

She's a big star
As she eats caviar
Just before she performs every night
She says if you work hard
To get where you are
It feels good in the hot spot light
She's a big star.
She's a big star...",Big Star,Live in No Shoes Nation,2017,29,,Track '3',Album,True
23,24,Randy Travis,"A farmer and a teacher, a hooker and a preacher
Ridin' on a midnight bus bound for Mexico
One was headed for vacation, one for higher education
And two of them were searchin' for lost souls
That driver never ever saw the stop sign
An' eighteen wheelers can't stop on a dime

There are three wooden crosses on the right side of the highway
Why there's not four of them, Heaven only knows
I guess it's not what you take when you leave this world behind you
It's what you leave behind you when you go

That farmer left a harvest, a home and eighty acres
The faith an' love for growin' things in his young son's heart
And that teacher left her wisdom in the minds of lots of children
Did her best to give 'em all a better start
An' that preacher whispered, ""Can't you see the Promised Land?""
As he laid his blood-stained Bible in that hooker's hand

There are three wooden crosses on the right side of the highway
Why there's not four of them, Heaven only knows
I guess it's not what you take when you leave this world behind you
It's what you leave behind you when you go

That's the story that our preacher told last Sunday
As he held that blood-stained bible up
For all of us to see
He said, ""Bless the farmer, and the teacher, an' that preacher
Who gave this Bible to my mama, who read it to me""

There are three wooden crosses on the right side of the highway
Why there's not four of them, now I guess we know
It's not what you take when you leave this world behind you
It's what you leave behind you when you go

There are three wooden crosses on the right side of the highway",Three Wooden Crosses,Three Wooden Crosses (The Inspirational Hits Of Randy Travis),2009,20,,Track '1',Compilation,True
24,25,Shania Twain,"Mmmmm, In your arms
Oh
I can feel your heartbeat now
I can hear you feel it now

In your arms,
I can still feel the way you want me when you hold me
I can still hear the words you whispered when you told me
I can stay right here forever in your arms

And there ain't no way
I'm letting you go now
And there ain't no way
And there ain't no how
I'll never see that day

'Cause I'm keeping you forever and for always
We will be together all of our days
Wanna wake up every morning to your sweet face
Always

Baby

In your heart
I can still hear a beat for every time you kiss me
And when we're apart, I know how much you miss me
I can feel your love for me in your heart

And there ain't no way (And there ain't no way)
I'm letting you go now
And there ain't no way (And there ain't no way)
And there ain't no how
I'll never see that day

'Cause I'm keeping you forever and for always
We will be together all of our days
Wanna wake up every morning to your sweet face, always

Wanna wake up every morning
Yeah

And in your eyes (I can still see the look of the one)
I can still see the look of the one who really loves me
(I can still feel the way that you want)
The one who wouldn't put anything else in the world above me
(I can still see your love for me)
I can still see your love for me in your eyes
(I still see the love)

And there ain't no way, hey yay (And there ain't no way)
I'm letting you go now
And there ain't no way (And there ain't no way)
And there ain't no how
I'll never see that day

'Cause I'm keeping you forever and for always
We will be together all of our days
Wanna wake up every morning to your face

I'm keeping you forever and for always
We will be together all of our days
Wanna wake up every morning to your sweet face
I'm keeping you forever and for always

I'm keeping you forever
Into keeping day
Ah
That's okay for me
You know I will forever
I'm in your arms",,,,,,,,
25,26,Terri Clark,"Last night we went to bed not talkin'
'Cause we'd already said too much
I faced the wall, you faced the window
Bound and determined not to touch

We've been married seven years now
Some days it feels like twen'y-one
I'm still mad at you this morning
Coffee's ready if you want some
I've been up since five
Thinking 'bout me and you
And I've got to tell you
The conclusion I've come to

I'll never leave, I'll never stray
My love for you will never change
But I ain't ready to make up or get around to that
I think I'm right, I think you're wrong
I'll probably give in before long
Please don't make me smile
I just wanna be mad for a while

For now, you might as well forget it
Don't run your fingers through my hair
Yeah, that's right, I'm being stubborn
No, I don't wanna go back upstairs
I'm going to leave for work
Without a goodbye kiss
But as I'm driving off
Just remember this

I'll never leave, I'll never stray
My love for you will never change
But I ain't ready to make up or get around to that
I think I'm right, I think you're wrong
I'll probably give in before long
Please don't make me smile
I just wanna be mad for a while

I'll never leave, I'll never stray
My love for you will never change
But I ain't ready to make up or get around to that
I think I'm right, I think you're wrong
I'll probably give in before long
Please don't make me smile
I just wanna be mad for a while
I just wanna be mad for a while
I just wanna be mad for a while
I just wanna be mad for a while",I Just Wanna Be Mad,Greatest Hits (1994-2004),2004,14,3:18,Track '10',Single,True
26,27,Tim McGraw,"Creek goes rippling by
I've been barefooting all day with my baby
Brown leaves have started falling
Leading the way

I like it best just like this
Doing nothing all the way
So let's lay down in the tall grass
Dreaming away

And all I wanna do is let it be and be with you
And watch the wind blow by
And all I wanna see is you and me go on forever
Like the clear blue sky
Slowly, there's only
You and I
And all I want to do is watch the wind blow by

Girl, you know you told me not so long ago
To let it come, then let it pass
And all your troubles and your sorrows
They won't last

So let me kiss you now, little darling
Beneath this autumn moon
Cold winds, another season
Will be here soon

And all I wanna do is let it be and be with you
And watch the wind blow by
And all I wanna see is you and me go on forever
Like the clear blue sky
Slowly, there's only
You and I
And all I want to do is watch the wind blow by
All I wanna do is watch the wind blow by
All I wanna do is watch the wind blow by",Watch The Wind Blow By,Tim McGraw And The Dancehall Doctors,2002,15,4:37,Track '6',Album,True
